timestamp,name,utilization_gpu
2026-08-06T16:56:09+0900,NVIDIA GB10, 94
2026-08-06T16:56:14+0900,NVIDIA GB10, 94
2026-08-06T16:56:19+0900,NVIDIA GB10, 95
2026-08-06T16:56:24+0900,NVIDIA GB10, 94
2026-08-06T16:56:30+0900,NVIDIA GB10, 94
2026-08-06T16:56:35+0900,NVIDIA GB10, 95
2026-08-06T16:56:40+0900,NVIDIA GB10, 94
2026-08-06T16:56:45+0900,NVIDIA GB10, 95
2026-08-06T16:56:50+0900,NVIDIA GB10, 95
2026-08-06T16:56:55+0900,NVIDIA GB10, 95
2026-08-06T16:57:00+0900,NVIDIA GB10, 94
2026-08-06T16:57:05+0900,NVIDIA GB10, 94
2026-08-06T16:57:10+0900,NVIDIA GB10, 95
